,TagTog,Text
191,Angry,Je suis venu ici très irrité contre un grand nombre d'hommes et de femmes sur la face de la terre nourricière.
192,Surprise,"Certes, tu es Odysseus mon cher enfant ! Je ne t'ai point reconnu avant d'avoir touché tout mon maître."
193,Angry,"Nourrice, pourquoi veux-tu me perdre, toi qui m'as nourri toi-même de ta mamelle ? Maintenant, voici qu'ayant subi bien des maux, j'arrive après vingt ans dans la terre de la patrie."
194,Angry,"Si un dieu tue par mes mains les prétendants insolents, je ne t'épargnerai même pas, bien que tu sois ma nourrice, quand je tuerai les autres servantes dans mes demeures."
195,Surprise,"Mon enfant, quelle parole s'échappe d'entre tes dents ?"
196,Fear,"Tu sais que mon âme est constante et ferme. Je me tairai comme la pierre ou le fer. Mais je te dirai autre chose ; garde mes paroles dans ton esprit : Si un dieu dompte par tes mains les prétendants insolents, je t'indiquerai dans les demeures les femmes qui te méprisent et celles qui sont innocentes."
197,Angry,"Nourrice, pourquoi me les indiquerais-tu ? Il n'en est pas besoin. J'en jugerai moi-même et je les reconnaîtrai. Garde le silence et remets le reste aux dieux."
198,Sadness,"Pour moi, un dieu m'a envoyé une grande affliction. Le jour, du moins, je surveille en pleurant les travaux des servantes de cette maison et je charme ainsi ma douleur ; mais quand la nuit vient et quand le sommeil saisit tous les hommes, je me couche sur mon lit, et, autour de mon coeur impénétrable, les pensées amères irritent mes peines."
199,Sadness,"ainsi mon âme est agitée çà et là, hésitant si je dois rester auprès de mon fils, garder avec soin mes richesses, mes servantes et ma haute demeure, et respecter le lit de mon mari et la voix du peuple, ou si je dois me marier, parmi les Akhaiens qui me recherchent dans mes demeures, à celui qui est le plus noble et qui m'offrira le plus de présents."
200,Sadness,Et je pleure et je gémis dans mon songe : et les Akhaiennes aux beaux cheveux se réunissent autour de moi qui gémis amèrement parce que l'aigle a tué mes oies.
201,Calmness,"Si tu voulais, étranger, assis à côté de moi, me charmer dans mes demeures, le sommeil ne se répandrait pas sur mes paupières ; mais les hommes ne peuvent rester sans sommeil, et les immortels, sur la terre féconde, ont fait la part de toute chose aux mortels."
202,Sadness,"Certes, je remonterai donc dans la haute chambre, et je me coucherai sur mon lit plein d'affliction et arrosé de mes larmes depuis le jour où Odysseus est parti pour cette Ilios fatale qu'on ne devrait plus nommer."
203,Fear,"craignez qu'un roi porte-sceptre ne soit plus jamais ni doux, ni clément, mais que, loin d'avoir des pensées équitables, il soit dur et injuste, si nul ne se souvient du divin Odysseus parmi ceux sur lesquels il a régné comme un père plein de douceur."
204,Sadness,"subissant des peines cruelles, dans l'île et dans les demeures de la Nymphe Kalypsô qui le retient de force, et il ne peut retourner dans la terre de la patrie, car il n'a ni nefs armées d'avirons, ni compagnons, qui puissent le conduire sur le vaste dos de la mer. Et voici maintenant qu'on veut tuer son fils bien-aimé à son retour dans ses demeures, car il est parti, afin de s'informer de son père, pour la divine Pylos et l'illustre Lakédaimôn"
205,Surprise,"Mon enfant, quelle parole s'est échappée d'entre tes dents ?"
206,Joy,"Et les Phaiakiens, dans leur esprit, l'honoreront comme un dieu, et ils le renverront sur une nef dans la chère terre de la patrie, et ils lui donneront en abondance de l'airain, de l'or et des vêtements, de sorte qu'Odysseus n'en eût point rapporté autant de Troiè, s'il était revenu sain et sauf, ayant reçu sa part du butin. Ainsi sa destinée est de revoir ses amis et de rentrer dans sa haute demeure et dans la terre de la patrie."""
207,Joy,"Et la nymphe chantait d'une belle voix, tissant une toile avec une navette d'or. Et une forêt verdoyante environnait la grotte, l'aune, le peuplier et le cyprès odorant, où les oiseaux qui déploient leurs ailes faisaient leurs nids : les chouettes, les éperviers et les bavardes corneilles de mer qui s'inquiètent toujours des flots. Et une jeune vigne, dont les grappes mûrissaient, entourait la grotte, et quatre cours d'eau limpide, tantôt voisins, tantôt allant çà et là, faisaient verdir de molles prairies de violettes et d'aches. Même si un immortel s'en approchait, il admirerait et serait charmé dans son esprit."
208,Sadness,"Et Hermès ne vit pas dans la grotte le magnanime Odysseus, car celui-ci pleurait, assis sur le rivage ; et, déchirant son coeur de sanglots et de gémissements, il regardait la mer agitée et versait des larmes."
209,Surprise,"– Pourquoi es-tu venu vers moi, Herméias à la baguette d'or, vénérable et cher, que je n'ai jamais vu ici ?"
210,Joy,quand il eut achevé son repas et satisfait son âme
211,Fear,Mais il n'est point permis à tout autre dieu de résister à la volonté de Zeus tempétueux.
212,Sadness,"On dit qu'un homme est auprès de toi, le plus malheureux de tous les hommes"
213,Sadness,Et tous les braves compagnons d'Odysseus périrent
214,Disgust,"– Vous êtes injustes, ô dieux, et les plus jaloux des autres dieux, et vous enviez les déesses qui dorment ouvertement avec les hommes qu'elles choisissent pour leurs chers maris."
215,Fear,"Zeus, l'ayant su aussitôt, le tua en le frappant de la blanche foudre"
216,Fear,Mais il n'est point permis à tout autre dieu de résister à la volonté de Zeus tempétueux.
217,Fear,"– Renvoie-le dès maintenant, afin d'éviter la colère de Zeus, et de peur qu'il s'enflamme contre toi à l'avenir."
218,Sadness,"et jamais ses yeux ne tarissaient de larmes, et sa douce vie se consumait à gémir dans le désir du retour, car la nymphe n'était point aimée de lui."
219,Sadness,"mais, le jour, assis sur les rochers et sur les rivages, il déchirait son coeur par les larmes, les gémissements et les douleurs, et il regardait la mer indomptée en versant des larmes."
220,Calmness,"Mon esprit est équitable, et je n'ai point dans ma poitrine un coeur de fer, mais compatissant."
221,Surprise,"– Divin Laertiade, subtil Odysseus, ainsi, tu veux donc retourner dans ta demeure et dans la chère terre de la patrie ?"
222,Joy,"cependant, je veux et je désire tous les jours revoir le moment du retour et regagner ma demeure"
223,Calmness,"Si quelque dieu m'accable encore de maux sur la sombre mer, je les subirai avec un coeur patient. J'ai déjà beaucoup souffert sur les flots et dans la guerre ; que de nouvelles misères m'arrivent, s'il le faut."
224,Joy,"Et le divin Odysseus, joyeux, déploya ses voiles au vent propice ;"
225,Angry,et son coeur s'échauffa violemment
226,Angry,"Ayant ainsi parlé, il amassa les nuées et souleva la mer. Et il saisit de ses mains son trident et il déchaîna la tempête de tous les vents. Et il enveloppa de nuages la terre et la mer, et la nuit se rua de l'Ouranos. Et l'Euros et le Notos soufflèrent, et le violent Zéphyros et l'impétueux Boréas, soulevant de grandes lames."
227,Sadness,"Et les genoux d'Odysseus et son cher coeur furent brisés, et il dit avec tristesse dans son esprit magnanime :"
228,Sadness,Ah ! malheureux que je suis !
229,Sadness,"Maintenant ma destinée est de subir une mort obscure !"""
230,Fear,"et une grande lame, se ruant sur lui, effrayante"
231,Fear,"et la tempête horrible des vents confondus brisa le mât par le milieu ; et l'antenne et la voile furent emportées à la mer ; et Odysseus resta longtemps sous l'eau, ne pouvant émerger de suite, à cause de l'impétuosité de la mer."
232,Sadness,Et elle prit en pitié Odysseus errant et accablé de douleurs.
233,Surprise,"– Malheureux ! pourquoi Poseidaôn qui ébranle la terre est-il si cruellement irrité contre toi, qu'il t'accable de tant de maux ?"
234,Calmness,"Mais il ne te perdra pas, bien qu'il le veuille. Fais ce que je vais te dire, car tu ne me sembles pas manquer de sagesse. Ayant rejeté tes vêtements, abandonne le radeau aux vents et nage de tes bras jusqu'à la terre des Phaiakiens, où tu dois être sauvé. Prends cette bandelette immortelle, étends-la sur ta poitrine et ne crains plus ni la douleur, ni la mort. Dès que tu auras saisi le rivage de tes mains, tu la rejetteras au loin dans la sombre mer en te détournant."
235,Calmness,"mais je ferai ceci, et il me semble que c'est le plus sage : aussi longtemps que ces pièces de bois seront unies par leurs liens, je resterai ici et je subirai mon mal patiemment, et dès que la mer aura rompu le radeau, je nagerai, car je ne pourrai rien faire de mieux."
236,Fear,"Poseidaôn qui ébranle la terre souleva une lame immense, effrayante, lourde et haute, et il la jeta sur Odysseus."
237,Calmness,et la sérénité tranquille se fit
238,Fear,"Et les vastes flots se brisaient, effrayants, contre la côte aride"
239,Sadness,"Alors, les genoux et le cher coeur d'Odysseus furent brisés"
240,Fear,"Les rochers aigus se dressent, les flots impétueux écument de tous côtés et la côte est escarpée. La profonde mer est proche, et je ne puis appuyer mes pieds nulle part, ni échapper à mes misères, et peut-être le grand flot va-t-il me jeter contre ces roches, et tous mes efforts seront vains. Si je nage encore, afin de trouver ailleurs une plage heurtée par les eaux, ou un port,"
241,Fear,"je crains que la tempête me saisisse de nouveau et me rejette, malgré mes gémissements, dans la haute mer poissonneuse ;"
242,Angry,"Je sais, en effet, combien l'illustre qui ébranle la terre est irrité contre moi."
243,Fear,"Emporté en avant, de ses deux mains il saisit la roche et il l'embrassa en gémissant jusqu'à ce que le flot immense se fût déroulé, et il se sauva ainsi ; mais le reflux, se ruant sur lui, le frappa et le remporta en mer. De même que les petites pierres restent, en grand nombre, attachées aux articulations creuses du polypode arraché de son abri, de même la peau de ses mains vigoureuses s'était déchirée au rocher, et le flot vaste le recouvrit."
244,Joy,il vit que cet endroit était excellent et mis à l'abri du vent par des roches égales.
245,Calmness,"Il parla ainsi, et le fleuve s'apaisa, arrêtant son cours et les flots ; et il se fit tranquille devant Odysseus, et il le recueillit à son embouchure."
246,Sadness,et son cher coeur était accablé par la mer.
247,Joy,"Et le patient et divin Odysseus, joyeux de voir ce lit, se coucha au milieu, en se couvrant de l'abondance des feuilles."
248,Calmness,"de même Odysseus était caché sous les feuilles, et Athènè répandit le sommeil sur ses yeux et ferma ses paupières, pour qu'il se reposât promptement de ses rudes travaux."
249,Sadness,"Et, nous-mêmes nous y prîmes place, pleins de tristesse et versant des larmes abondantes."
250,Joy,"Et Kirkè à la belle chevelure, déesse terrible et éloquente, fit souffler pour nous un vent propice derrière la nef à proue bleue, et ce vent, bon compagnon, gonfla la voile."
251,Fear,mais une affreuse nuit était toujours suspendue sur les misérables hommes.
252,Sadness,"et j'y fis des libations pour tous les morts, de lait mielleux d'abord, puis de vin doux, puis enfin d'eau, et, par-dessus, je répandis la farine blanche."
253,Fear,Et la terreur pâle me saisit.
254,Sadness,"Et il n'avait point été enseveli dans la vaste terre, et nous avions laissé son cadavre dans les demeures de Kirkè, non pleuré et non enseveli, car un autre souci nous pressait. Et je pleurai en le voyant, et je fus plein de pitié dans le coeur."
255,Surprise,"– Elpènôr, comment es-tu venu dans les épaisses ténèbres ? Comment as-tu marché plus vite que moi sur ma nef noire ?"
256,Sadness,et il me répondit en pleurant :
257,Fear,de peur que je ne te cause la colère des dieux ;
258,Sadness,"Élève sur le bord de la mer écumeuse le tombeau de ton compagnon malheureux. Accomplis ces choses, afin qu'on se souvienne de moi dans l'avenir, et plante sur mon tombeau l'aviron dont je me servais quand j'étais avec mes compagnons."
259,Sadness,"Nous nous parlions ainsi tristement,"
260,Sadness,"Et je pleurai en la voyant, le coeur plein de pitié"
261,Surprise,"– Pourquoi, ô malheureux, ayant quitté la lumière de Hèlios, es-tu venu pour voir les morts et leur pays lamentable ?"
262,Angry,"car je ne pense pas que celui qui entoure la terre apaise sa colère dans son coeur, et il est irrité parce que tu as aveuglé son fils."
263,Sadness,"Et tu trouveras le malheur dans ta demeure et des hommes orgueilleux qui consumeront tes richesses, recherchant ta femme et lui offrant des présents."
264,Angry,"Mais, certes, tu te vengeras de leurs outrages en arrivant."
265,Joy,"Et la douce mort te viendra de la mer et te tuera consumé d'une heureuse vieillesse, tandis qu'autour de toi les peuples seront heureux."
266,Surprise,"– Mon fils, comment es-tu venu sous le noir brouillard, vivant que tu es ?"
267,Sadness,"mais j'ai toujours erré, plein de misères, depuis le jour où j'ai suivi le divin Agamemnôn à Ilios qui nourrit d'excellents chevaux, afin d'y combattre les Troiens."
268,Sadness,"– Elle reste toujours dans tes demeures, le coeur affligé, pleurant, et consumant ses jours et ses nuits dans le chagrin."
269,Sadness,"et il se couche là, triste"
270,Sadness,"et une grande douleur s'accroît dans son coeur, et il pleure ta destinée, et la dure vieillesse l'accable."
271,Sadness,"mais le regret, le chagrin de ton absence, illustre Odysseus, et le souvenir de ta bonté, m'ont privée de la douce vie."
272,Sadness,"Et une vive douleur s'accrut dans mon coeur,"
273,Surprise,"– Ma mère, pourquoi ne m'attends-tu pas quand je désire t'embrasser ?"
274,Sadness,"– Hélas ! mon enfant, le plus malheureux de tous les hommes,"
