,Part,Text,Senticnet,PyFeel
120,e_25,"– Écoutez maintenant, Ithakèsiens, ce que je vais dire. Ce signe s'adresse plus particulièrement aux prétendants. Un grand danger est suspendu sur eux, car Odysseus ne restera pas longtemps encore loin de ses amis ; mais voici qu'il est quelque part près d'ici et qu'il prépare aux prétendants la Kèr et le carnage. Et il arrivera malheur à beaucoup parmi ceux qui habitent l'illustre Ithakè. Voyons donc, dès maintenant, comment nous éloignerons les Prétendants, à moins qu'ils se retirent d'eux-mêmes, et ceci leur serait plus salutaire. Je ne suis point, en effet, un divinateur inexpérimenté, mais bien instruit ; car je pense qu'elles vont s'accomplir les choses que j'ai prédites à Odysseus quand les Argiens partirent pour Ilios, et que le subtil Odysseus les commandait. Je dis qu'après avoir subi une foule de maux et perdu tous ses compagnons, il reviendrait dans sa demeure vers la vingtième année. Et voici que ces choses s'accomplissent.",grief,positivity
121,e_14,Polybos,,positivity
122,e_25,"– Ô Vieillard, va dans ta maison faire des prédictions à tes enfants, de peur qu'il leur arrive malheur dans l'avenir ; mais ici je suis de beaucoup meilleur divinateur que toi. De nombreux oiseaux volent sous les rayons de Hèlios, et tous ne sont pas propres aux augures. Certes, Odysseus est mort au loin, et plût aux dieux que tu fusses mort comme lui ! Tu ne proférerais pas tant de prédictions vaines, et tu n'exciterais pas ainsi Tèlémakhos déjà irrité, avec l'espoir sans doute qu'il t'offrira un présent dans sa maison. Mais je te le dis, et ceci s'accomplira : Si, le trompant par ta science ancienne et tes paroles, tu pousses ce jeune homme à la colère, tu lui seras surtout funeste ; car tu ne pourras rien contre nous ; et nous t'infligerons, ô vieillard, une amende que tu déploreras dans ton coeur, la supportant avec peine ; et ta douleur sera accablante.",ecstasy,positivity
123,Angry,"tu pousses ce jeune homme à la colère,",enthusiasm,positivity
124,Angry,"et nous t'infligerons, ô vieillard, une amende que tu déploreras dans ton coeur, la supportant avec peine ; et ta douleur sera accablante",ecstasy,sadness
125,e_25,"""Moi, je conseillerai à Tèlémakhos d'ordonner que sa mère retourne chez Ikarios, afin que les siens célèbrent ses noces et lui fassent une dot illustre, telle qu'il convient d'en faire à une fille bien-aimée. Je ne pense pas qu'avant cela les fils des Akhaiens restent en repos et renoncent à l'épouser ; car nous ne craignons personne, ni, certes, Tèlémakhos, bien qu'il parle beaucoup ; et nous n'avons nul souci, ô Vieillard, de tes vaines prédictions, et tu ne nous en seras que plus odieux. Les biens de Tèlémakhos seront de nouveau consumés, et ce sera ainsi tant que Pènélopéia retiendra les Akhaiens par l'espoir de ses noces. Et, en effet, c'est à cause de sa vertu que nous attendons de jour en jour, en nous la disputant, et que nous n'irons point chercher ailleurs d'autres épouses.",ecstasy,positivity
126,Calmness,"car nous ne craignons personne, ni, certes, Tèlémakhos, bien qu'il parle beaucoup ; et nous n'avons nul souci, ô Vieillard, de tes vaines prédictions, et tu ne nous en seras que plus odieux",ecstasy,positivity
127,e_14,Tèlémakhos,,positivity
128,e_25,"– Eurymakhos, et tous, tant que vous êtes, illustres prétendants, je ne vous supplierai ni ne vous parlerai plus longtemps. Les dieux et tous les Akhaiens savent maintenant ces choses. Mais donnez-moi promptement une nef rapide et vingt compagnons qui fendent avec moi les chemins de la mer. J'irai à Spartè et dans la sablonneuse Pylos m'informer du retour de mon père depuis longtemps absent. Ou quelqu'un d'entre les hommes m'en parlera, ou j'entendrai la renommée de Zeus qui porte le plus loin la gloire des hommes. Si j'entends dire que mon père est vivant et revient, j'attendrai encore une année, bien qu'affligé. Si j'entends dire qu'il est mort et ne doit plus reparaître, je reviendrai dans la chère terre de la patrie, je lui élèverai un tombeau, je célébrerai d'illustres funérailles, telles qu'il convient, et je donnerai ma mère à un mari.",ecstasy,positivity
129,Sadness,"Si j'entends dire qu'il est mort et ne doit plus reparaître, je reviendrai dans la chère terre de la patrie, je lui élèverai un tombeau, je célébrerai d'illustres funérailles, telles qu'il convient, et je donnerai ma mère à un mar",melancholy,sadness
130,e_14,Mentôr,,positivity
131,e_25,"""– Écoutez-moi maintenant, Ithakèsiens, quoi que je dise. Craignez qu'un roi porte-sceptre ne soit plus jamais ni bienveillant, ni doux, et qu'il ne médite plus de bonnes actions dans son esprit, mais qu'il soit cruel désormais et veuille l'iniquité, puisque nul ne se souvient du divin Odysseus parmi les peuples auxquels il commandait aussi doux qu'un père. Je ne reproche point aux prétendants orgueilleux de commettre des actions violentes dans un esprit inique, car ils jouent leurs têtes en consumant la demeure d'Odysseus qu'ils pensent ne plus revoir. Maintenant, c'est contre tout le peuple que je m'irrite, contre vous qui restez assis en foule et qui n'osez point parler, ni réprimer les prétendants peu nombreux, bien que vous soyez une multitude.",ecstasy,positivity
132,Fear,"Craignez qu'un roi porte-sceptre ne soit plus jamais ni bienveillant, ni doux, et qu'il ne médite plus de bonnes actions dans son esprit, mais qu'il soit cruel désormais",terror,positivity
133,Angry,"Maintenant, c'est contre tout le peuple que je m'irrite, contre vous qui restez assis en foule et qui n'osez point parler, ni réprimer les prétendants peu nombreux, bien que vous soyez une multitude",ecstasy,positivity
134,e_14,Leiôkritos,,positivity
135,e_25,"– Mentôr, injurieux et stupide, qu'as-tu dit ? Tu nous exhortes à nous retirer ! Certes, il serait difficile de chasser violemment du festin tant de jeunes hommes. Même si l'Ithakèsien Odysseus, survenant lui-même, songeait dans son esprit à chasser les illustres prétendants assis au festin dans sa demeure, certes, sa femme, bien qu'elle le désire ardemment, ne se réjouirait point alors de le revoir, car il rencontrerait une mort honteuse, s'il combattait contre un si grand nombre. Tu n'as donc point bien parlé. Allons ! dispersons-nous, et que chacun retourne à ses travaux. Mentôr et Halithersès prépareront le voyage de Tèlémakhos, puisqu'ils sont dès sa naissance ses amis paternels. Mais je pense qu'il restera longtemps ici, écoutant des nouvelles dans Ithakè, et qu'il n'accomplira point son dessein.",ecstasy,positivity
136,Angry,"Mentôr, injurieux et stupide, qu'as-tu dit ? Tu nous exhortes à nous retirer !",grief,sadness
137,Disgust,"Tu n'as donc point bien parlé. Allons ! dispersons-nous, et que chacun retourne à ses travaux",ecstasy,positivity
138,e_14,Tèlémakhos,,positivity
139,e_25,"""– Entends-moi, déesse qui es venue hier dans ma demeure, et qui m'as ordonné d'aller sur une nef, à travers la mer sombre, m'informer de mon père depuis longtemps absent. Et voici que les Akhaiens m'en empêchent, et surtout les orgueilleux prétendants.",ecstasy,positivity
140,Angry,"Et voici que les Akhaiens m'en empêchent, et surtout les orgueilleux prétendants",grief,positivity
141,e_14,Athènè,,positivity
142,e_25,"– Tèlemakhos, tu ne seras ni un lâche, ni un insensé, si l'excellent esprit de ton père est en toi, tel qu'il le possédait pour parler et pour agir, et ton voyage ne sera ni inutile, ni imparfait. Si tu n'étais le fils d'Odysseus et de Pènélopéia, je n'espérerais pas que tu pusses accomplir ce que tu entreprends, car peu de fils sont semblables à leur père. La plupart sont moindres, peu son meilleurs que leurs parents. Mais tu ne seras ni un lâche, ni un insensé, puisque l'intelligence d'Odysseus est restée en toi, et tu dois espérer accomplir ton dessein. C'est pourquoi oublie les projets et les résolutions des prétendants insensés, car ils ne sont ni prudents, ni équitables, et ils ne songent point à la mort et à la kèr noire qui vont les faire périr tous en un seul jour. Ne tarde donc pas plus longtemps à faire ce que tu as résolu. Moi qui suis le compagnon de ton père, je te préparerai une nef rapide et je t'accompagnerai.""
""Mais retourne à ta demeure te mêler aux prétendants. Apprête nos vivres ; enferme le vin dans les amphores, et, dans les outres épaisses, la farine, moelle des hommes. Moi, je te réunirai des compagnons volontaires parmi le peuple. Il y a beaucoup de nefs, neuves et vieilles, dans Ithakè entourée des flots. Je choisirai la meilleure de toutes, et nous la conduirons, bien armée, sur la mer vaste.",ecstasy,positivity
143,Calmness,"Si tu n'étais le fils d'Odysseus et de Pènélopéia, je n'espérerais pas que tu pusses accomplir ce que tu entreprends, car peu de fils sont semblables à leur père",grief,positivity
144,Calmness,"Mais tu ne seras ni un lâche, ni un insensé, puisque l'intelligence d'Odysseus est restée en toi, et tu dois espérer accomplir ton dessein",ecstasy,positivity
145,e_14,Antinoos,,positivity
146,e_25,"– Tèlémakhos, agorète orgueilleux et plein de colère, qu'il n'y ait plus dans ton coeur ni soucis, ni mauvais desseins. Mange et bois en paix comme auparavant. Les Akhaiens agiront pour toi. Ils choisiront une nef et des rameurs, afin que tu ailles promptement à la divine Pylos t'informer de ton illustre père",ecstasy,positivity
147,Angry,"Tèlémakhos, agorète orgueilleux et plein de colère,",,angry
148,Calmness,Mange et bois en paix comme auparavant,serenity,positivity
149,e_14,Tèlémakhos,,positivity
150,e_25,"– Antinoos, il ne m'est plus permis de m'asseoir au festin et de me réjouir en paix avec vous, orgueilleux ! N'est-ce pas assez, prétendants, que vous ayez déjà dévoré mes meilleures richesses, tandis que j'étais enfant ? Maintenant, je suis plus grand, et j'ai écouté les conseils des autres hommes, et la colère a grandi dans mon coeur. Je tenterai donc de vous apporter la kèr fatale, soit en allant à Pylos, soit ici, par le peuple. Certes, je partirai, et mon voyage ne sera point inutile. J'irai sur une nef louée, puisque je n'ai moi-même ni nef, ni rameurs, et qu'il vous a plu de m'en réduire là.",ecstasy,positivity
151,Angry,"Antinoos, il ne m'est plus permis de m'asseoir au festin et de me réjouir en paix avec vous, orgueilleux",ecstasy,positivity
152,Angry,"N'est-ce pas assez, prétendants, que vous ayez déjà dévoré mes meilleures richesses, tandis que j'étais enfant ?",grief,positivity
153,Angry,et la colère a grandi dans mon coeur.,terror,fear
154,e_14,les Prétendants,grief,positivity
155,e_25,"– Certes, voici que Tèlémakhos médite notre destruction, soit qu'il ramène des alliés de la sablonneuse Pylos, soit qu'il en ramène de Spartè. Il le désire du moins avec ardeur. Peut-être aussi veut-il aller dans la fertile terre d'Ephyrè, afin d'en rapporter des poisons mortels qu'il jettera dans nos kratères pour nous tuer tous.",ecstasy,positivity
156,e_14,un autre de ces jeunes homme,responsiveness,positivity
157,e_25,"– Qui sait si, une fois parti sur sa nef creuse, il ne périra pas loin des siens, ayant erré comme Odysseus ? Il nous donnerait ainsi un plus grand travail. Nous aurions à partager ses biens, et nous donnerions cette demeure à sa mère et à celui qu'elle épouserait.",ecstasy,positivity
158,e_14,Tèlémakhos,,positivity
159,e_25,"– Nourrice, puise dans les amphores le plus doux de ces vins parfumés que tu conserves dans l'attente d'un homme très-malheureux, du divin Odysseus, s'il revient jamais, ayant évité la kèr et la mort. Emplis douze vases et ferme-les de leurs couvercles. Verse de la farine dans des outres bien cousues, et qu'il y en ait vingt mesures. Que tu le saches seule, et réunis toutes ces provisions, je les prendrai à la nuit, quand ma mère sera retirée dans sa chambre, désirant son lit. Je vais à Spartè et à la sablonneuse Pylos pour m'informer du retour de mon père bien-aimé.",ecstasy,positivity
160,e_14,Eurykléia,,positivity
161,e_25,"– Pourquoi, cher enfant, as-tu cette pensée ? Tu veux aller à travers tant de pays, ô fils unique et bien-aimé ? Mais le divin Odysseus est mort, loin de la terre de la patrie, chez un peuple inconnu. Et les prétendants te tendront aussitôt des pièges, et tu périras par ruse, et ils partageront tes biens. Reste donc ici auprès des tiens ! Il ne faut pas que tu subisses des maux et que tu erres sur la mer indomptée.",ecstasy,positivity
162,Fear,"Et les prétendants te tendront aussitôt des pièges, et tu périras par ruse, et ils partageront tes biens. Reste donc ici auprès des tiens !",grief,positivity
163,e_14,Tèlémakhos,,positivity
164,e_25,"– Rassure-toi, nourrice ; ce dessein n'est point sans l'avis d'un dieu. Mais jure que tu ne diras rien à ma chère mère avant onze ou douze jours, à moins qu'elle me demande ou qu'elle sache que je suis parti, de peur qu'en pleurant elle blesse son beau corps.",grief,positivity
165,Calmness,"Rassure-toi, nourrice ; ce dessein n'est point sans l'avis d'un dieu.",ecstasy,positivity
166,Fear,de peur qu'en pleurant elle blesse son beau corps,fear,positivity
167,e_14,Athènè,,positivity
168,e_25,"– Tèlémakhos, déjà tes compagnons aux belles knèmides sont assis, l'aviron aux mains, prêts à servir ton ardeur. Allons, et ne tardons pas plus longtemps à faire route.",ecstasy,positivity
169,Joy,"Tèlémakhos, déjà tes compagnons aux belles knèmides sont assis, l'aviron aux mains, prêts à servir ton ardeur",ecstasy,positivity
170,e_14,Tèlémakhos,,positivity
171,e_25,"– Venez, amis. Emportons les provisions qui sont préparées dans ma demeure. Ma mère et ses femmes ignorent tout. Ma nourrice seule est instruite.",ecstasy,positivity
172,e_14,Pènélopéia,,positivity
173,e_25,"– Écoutez-moi, illustres prétendants qui, pour manger et boire sans cesse, avez envahi la maison d'un homme absent depuis longtemps, et qui dévorez ses richesses, sans autre prétexte que celui de m'épouser. Voici, ô prétendants, l'épreuve qui vous est proposée. Je vous apporte le grand arc du divin Odysseus. Celui qui, de ses mains, tendra le plus facilement cet arc et lancera une flèche à travers les douze haches, je le suivrai, et il me conduira loin de cette demeure qui a vu ma jeunesse, qui est belle et pleine d'abondance, et dont je me souviendrai, je pense, même dans mes songes.",ecstasy,positivity
